piece,dataset,bpm,ibi_cv,ibi_range
hainsworth/hainsworth_226,hainsworth,92.30769230769201,0.030701264748605264,0.07692307692308323
hainsworth/hainsworth_117,hainsworth,139.53488372092917,0.03949069560692165,0.11627906976744262
hainsworth/hainsworth_154,hainsworth,133.33333333333354,0.011123813265215996,0.022222222222233627
hainsworth/hainsworth_158,hainsworth,139.53488372093034,0.00877707451472545,0.02325581395348957
hainsworth/hainsworth_071,hainsworth,109.89010989011001,0.023264048776302084,0.04963369963370114
hainsworth/hainsworth_091,hainsworth,72.28915662650601,0.01899207311760236,0.03614457831325478
hainsworth/hainsworth_126,hainsworth,60.059923707800834,0.10988967488016466,0.2711049574914475
hainsworth/hainsworth_151,hainsworth,130.43478260869554,0.015475380864641515,0.04347826086956425
hainsworth/hainsworth_169,hainsworth,89.55223880597016,0.007684816124079528,0.014925373134330693
hainsworth/hainsworth_137,hainsworth,173.91304347826076,0.43807000059261164,1.420289855072466
hainsworth/hainsworth_232,hainsworth,120.0,0.020310151442321164,0.04600000000000437
hainsworth/hainsworth_140,hainsworth,87.59269069478404,0.35214045218879003,0.6057468230036201
hainsworth/hainsworth_152,hainsworth,115.8316369589005,0.02369455628215668,0.06357607254099076
hainsworth/hainsworth_133,hainsworth,77.9025776422418,0.20770264252170687,0.40708954692975236
hainsworth/hainsworth_179,hainsworth,115.38461538461587,0.013435878767868729,0.01923076923077915
hainsworth/hainsworth_194,hainsworth,122.44897959183623,0.03278440336109812,0.08163265306122604
hainsworth/hainsworth_043,hainsworth,134.83146067415723,0.010820954580925617,0.023595505617970424
hainsworth/hainsworth_114,hainsworth,210.5179416073542,0.025819327848086913,0.05823852192937276
hainsworth/hainsworth_245,hainsworth,105.2631578947381,0.044503613782600905,0.11578947368421377
hainsworth/hainsworth_215,hainsworth,99.99999999999976,0.015697139986783248,0.03333333333333273
hainsworth/hainsworth_238,hainsworth,115.38461538461549,0.009850419554907414,0.019230769230779085
hainsworth/hainsworth_119,hainsworth,176.47058823529605,0.037672800774260606,0.08823529411765137
hainsworth/hainsworth_162,hainsworth,84.50704225352102,0.015733116619268628,0.04225352112676524
hainsworth/hainsworth_055,hainsworth,198.675496688742,0.020144281993664227,0.05298013245033713
hainsworth/hainsworth_081,hainsworth,111.11111111111128,0.023508261901432723,0.05555555555555652
hainsworth/hainsworth_141,hainsworth,154.240745969121,0.2408280281294439,0.658641795373803
hainsworth/hainsworth_039,hainsworth,130.4347826086954,0.008727586736596451,0.01956521739130626
hainsworth/hainsworth_210,hainsworth,175.18538138956944,0.04907993347574585,0.1396318851770907
hainsworth/hainsworth_069,hainsworth,80.0,0.028304731977456758,0.06666666666667236
hainsworth/hainsworth_001,hainsworth,99.99999999999976,0.01965462047789181,0.04666666666666863
hainsworth/hainsworth_016,hainsworth,136.36363636363652,0.020841036544295012,0.045454545454544915
hainsworth/hainsworth_207,hainsworth,181.81818181818178,0.071363976803042,0.1359857060605996
hainsworth/hainsworth_200,hainsworth,103.44827586206864,0.03300702963983128,0.08620689655172202
hainsworth/hainsworth_120,hainsworth,265.0240382544895,0.03515238754585558,0.08239182498370108
hainsworth/hainsworth_096,hainsworth,124.99999999999989,0.025489435707983822,0.06250000000000232
hainsworth/hainsworth_046,hainsworth,96.15384615384608,0.502390296060534,0.03958333333333499
hainsworth/hainsworth_212,hainsworth,124.99999999999943,0.020465400062579294,0.06250000000000208
hainsworth/hainsworth_088,hainsworth,146.34146341463537,0.025408480536150458,0.07317073170731667
hainsworth/hainsworth_190,hainsworth,85.71428571428537,0.04401993157119021,0.11428571428571138
hainsworth/hainsworth_191,hainsworth,80.0,0.04185160685569933,0.08933333333333282
hainsworth/hainsworth_022,hainsworth,63.76195536663107,0.025162623897213184,0.06482465462274531
hainsworth/hainsworth_048,hainsworth,88.2352941176471,0.016090311826822377,0.04411764705882489
hainsworth/hainsworth_103,hainsworth,81.08108108108125,0.03544801486706309,0.09189189189189352
hainsworth/hainsworth_093,hainsworth,150.00000000000054,0.02432414591851893,0.050000000000007996
hainsworth/hainsworth_042,hainsworth,144.92753623188355,0.00580827060099175,0.014492753623175897
hainsworth/hainsworth_153,hainsworth,133.9306050512079,0.024413355977393098,0.05560195208098443
hainsworth/hainsworth_165,hainsworth,86.95652173913047,0.02084347585568686,0.056521739130432604
hainsworth/hainsworth_184,hainsworth,90.90909090909089,0.013243888552112114,0.030303030303035033
hainsworth/hainsworth_110,hainsworth,166.66666666666694,0.031049082430162703,0.08333333333333338
hainsworth/hainsworth_058,hainsworth,83.56545961002745,0.027758672234588555,0.08300835654595516
hainsworth/hainsworth_178,hainsworth,124.99999999999989,0.017456016653259458,0.04166666666666944
hainsworth/hainsworth_218,hainsworth,90.12875539381815,0.5822765231108425,0.23225015320780656
hainsworth/hainsworth_166,hainsworth,68.18181818181799,0.015848446355479343,0.04545454545454435
hainsworth/hainsworth_198,hainsworth,133.33333333333354,0.02296559626674687,0.04444444444445146
hainsworth/hainsworth_072,hainsworth,130.4347826086954,0.017985743991905643,0.04347826086957193
hainsworth/hainsworth_059,hainsworth,103.44827586206831,0.019565382202578915,0.04655172413793251
hainsworth/hainsworth_227,hainsworth,133.3333333333325,0.21756201280465765,0.06666666666665631
hainsworth/hainsworth_237,hainsworth,84.50704225352102,0.01016218902742169,0.014084507042270718
hainsworth/hainsworth_230,hainsworth,115.38461538461627,0.02359493131007866,0.03846153846154477
hainsworth/hainsworth_020,hainsworth,109.09090909090965,0.014467475034576016,0.032727272727279384
hainsworth/hainsworth_222,hainsworth,139.53488372093017,0.025368656578709955,0.0697674418604636
hainsworth/hainsworth_009,hainsworth,160.8559529164217,0.03119748847492945,0.07983829220757209
hainsworth/hainsworth_094,hainsworth,84.50704225352102,0.02328929211891846,0.05633802816900875
hainsworth/hainsworth_172,hainsworth,124.99999999999989,0.014372295405189438,0.041666666666673145
hainsworth/hainsworth_060,hainsworth,101.69491525423732,0.026068832307723097,0.0677966101694901
hainsworth/hainsworth_008,hainsworth,104.16666666666657,0.03460285509149795,0.08541666666666682
hainsworth/hainsworth_023,hainsworth,137.61467889908258,0.018420081663085782,0.04587155963302948
hainsworth/hainsworth_051,hainsworth,120.0,0.0082086008469674,0.021000000000000796
hainsworth/hainsworth_195,hainsworth,86.95652173913005,0.039717376004660444,0.10289855072464343
hainsworth/hainsworth_074,hainsworth,93.02325581395304,0.02750744517988809,0.06325581395348248
hainsworth/hainsworth_123,hainsworth,71.77344977575517,0.05970504667949172,0.12769489617049004
hainsworth/hainsworth_075,hainsworth,181.818181818182,0.028062425654828315,0.06939393939393923
hainsworth/hainsworth_078,hainsworth,160.42780748663003,0.03634136687319298,0.08556149732621077
hainsworth/hainsworth_132,hainsworth,60.62272319017498,0.24828095263764016,0.2060966390376828
hainsworth/hainsworth_135,hainsworth,79.36412710053348,0.03237873240326884,0.08812537515175584
hainsworth/hainsworth_007,hainsworth,63.96588486140733,0.06884982373911695,0.14477611940298837
hainsworth/hainsworth_077,hainsworth,105.82010582010645,0.036934800360141566,0.10052910052909612
hainsworth/hainsworth_220,hainsworth,57.69230769230769,0.24303148402636748,0.13096982442307875
hainsworth/hainsworth_095,hainsworth,148.14400121347668,0.014556365826615812,0.037063992112391364
hainsworth/hainsworth_213,hainsworth,107.14285714285806,0.020248456731316006,0.053571428571431066
hainsworth/hainsworth_217,hainsworth,117.64705882352987,0.029081315871400972,0.07843137254901791
hainsworth/hainsworth_129,hainsworth,96.1482558415544,0.3776462789091185,0.48183139531273667
hainsworth/hainsworth_063,hainsworth,123.45679012345617,0.023686366025396876,0.05452674897119719
hainsworth/hainsworth_099,hainsworth,122.44897959183713,0.02783480839684648,0.061224489795920885
hainsworth/hainsworth_216,hainsworth,92.3076923076925,0.02091304310474228,0.046153846153848
hainsworth/hainsworth_156,hainsworth,139.53488372093034,0.009271693148709074,0.023255813953484795
hainsworth/hainsworth_182,hainsworth,95.23809523809592,0.020050502322905433,0.04761904761904977
hainsworth/hainsworth_102,hainsworth,171.42857142857073,0.034723727880470845,0.08571428571428782
hainsworth/hainsworth_155,hainsworth,133.33333333333354,0.009306252828382483,0.022222222222225977
hainsworth/hainsworth_231,hainsworth,113.20754716981108,0.018245923343146994,0.03773584905661755
hainsworth/hainsworth_106,hainsworth,120.0,0.029523346478212194,0.06000000000000727
hainsworth/hainsworth_168,hainsworth,84.50704225352145,0.009621234431391389,0.014084507042255777
hainsworth/hainsworth_233,hainsworth,111.11111111111128,0.01363237123167396,0.03703703703703466
hainsworth/hainsworth_002,hainsworth,115.38461538461549,0.038270970146637544,0.09650270480769191
hainsworth/hainsworth_225,hainsworth,109.09090909090921,0.038819103885201225,0.07854050727272278
hainsworth/hainsworth_053,hainsworth,157.8947368421057,0.01753224794082228,0.04421052631577815
hainsworth/hainsworth_219,hainsworth,78.82272335204904,0.04515534399029695,0.1182340850280687
hainsworth/hainsworth_134,hainsworth,128.3967392133001,0.03833307090180967,0.0969720494443938
hainsworth/hainsworth_196,hainsworth,127.65957446808541,0.04218645068203811,0.10638297872339847
hainsworth/hainsworth_003,hainsworth,125.26096033402943,0.03333150236410846,0.08413361169102103
hainsworth/hainsworth_036,hainsworth,104.71204188481668,0.01565348250757254,0.039092495637000124
hainsworth/hainsworth_150,hainsworth,132.452320249745,0.3154456267723973,0.9250137657144447
hainsworth/hainsworth_202,hainsworth,78.0070754445612,0.02917796945372734,0.06806603862667193
hainsworth/hainsworth_211,hainsworth,117.64705882352946,0.035619131761468435,0.07843137254902145
hainsworth/hainsworth_061,hainsworth,107.91366906474836,0.014988071436119294,0.03615107913669011
hainsworth/hainsworth_160,hainsworth,90.90909090909089,0.017593310633540044,0.04545454545454717
hainsworth/hainsworth_019,hainsworth,84.50704225352102,0.013351106839457156,0.042253521126752104
hainsworth/hainsworth_090,hainsworth,157.8947368421042,0.029706139313958803,0.07894736842104808
hainsworth/hainsworth_100,hainsworth,150.00000000000054,0.025539873090145583,0.050000000000007996
hainsworth/hainsworth_035,hainsworth,104.3478260869573,0.07823553309537537,0.09843478260870388
hainsworth/hainsworth_112,hainsworth,142.8571428571429,0.03311244340423848,0.09206349095238026
hainsworth/hainsworth_197,hainsworth,181.81818181818275,0.029240310330464113,0.060606060606075776
hainsworth/hainsworth_131,hainsworth,86.95652173913061,0.05449996187024173,0.15300207028985538
hainsworth/hainsworth_115,hainsworth,230.76923076923254,0.033840758147061695,0.07692307692307886
hainsworth/hainsworth_045,hainsworth,93.75000000000017,0.007720258354041252,0.015625000000001086
hainsworth/hainsworth_180,hainsworth,127.65957446808541,0.011130953173272909,0.021276595744691786
hainsworth/hainsworth_242,hainsworth,115.38461538461549,0.055542952525918864,0.07692307692307535
hainsworth/hainsworth_038,hainsworth,129.0322580645152,0.008770782052842445,0.021505376344085406
hainsworth/hainsworth_236,hainsworth,120.0,0.012177736576788703,0.04000000000001691
hainsworth/hainsworth_159,hainsworth,120.0,0.014081569454096988,0.03999999999999204
hainsworth/hainsworth_076,hainsworth,89.68609865470854,0.036299101217953975,0.09715994020926817
hainsworth/hainsworth_209,hainsworth,146.34146341463347,0.048352806242987066,0.10856700195121503
hainsworth/hainsworth_148,hainsworth,166.66666666666694,0.017835448922076516,0.05555555555554798
hainsworth/hainsworth_201,hainsworth,86.95652173913027,0.038056150492027964,0.09153439115941583
hainsworth/hainsworth_018,hainsworth,136.36363636363623,0.008133966377327837,0.01590909090909583
hainsworth/hainsworth_185,hainsworth,98.36065573770502,0.01918611979569023,0.049180327868854366
hainsworth/hainsworth_057,hainsworth,89.55223880596992,0.2359892281722372,0.1995522388059702
hainsworth/hainsworth_173,hainsworth,124.99999999999989,0.01652739805787026,0.020833333333343973
hainsworth/hainsworth_087,hainsworth,139.53488372093034,0.02164071011933105,0.04651162790698443
hainsworth/hainsworth_113,hainsworth,241.07142846380756,0.017375614694403345,0.043531339801981796
hainsworth/hainsworth_054,hainsworth,121.70385395537517,0.025876774247691914,0.06085192697769721
hainsworth/hainsworth_193,hainsworth,122.97539093643624,0.07828286010793863,0.2093044873743738
hainsworth/hainsworth_006,hainsworth,50.35587867460712,0.3419828303930377,0.502805161505091
hainsworth/hainsworth_052,hainsworth,117.87819253438106,0.016888714393697195,0.04597249508840486
hainsworth/hainsworth_085,hainsworth,130.4347826086954,0.016645489783254846,0.04347826086956421
hainsworth/hainsworth_092,hainsworth,153.8461538461536,0.028697802871574998,0.07692307692307516
hainsworth/hainsworth_175,hainsworth,125.00000000000036,0.013948901672448194,0.0416666666666585
hainsworth/hainsworth_171,hainsworth,80.0,0.007143999609759808,0.01333333333333305
hainsworth/hainsworth_214,hainsworth,107.14285714285806,0.015926035287529727,0.05357142857142095
hainsworth/hainsworth_224,hainsworth,99.99999999999976,0.02244878385655568,0.06666666666666952
hainsworth/hainsworth_161,hainsworth,95.23809523809486,0.012694702043108004,0.03174603174603658
hainsworth/hainsworth_234,hainsworth,95.23809523809592,0.02095054448360784,0.04761904761904977
hainsworth/hainsworth_235,hainsworth,124.99999999999989,0.012858609878499162,0.020833333333340618
hainsworth/hainsworth_223,hainsworth,130.4347826086954,0.02274974752616035,0.065217391304345
hainsworth/hainsworth_067,hainsworth,131.86813186813237,0.023820265421154372,0.06373626373626379
hainsworth/hainsworth_011,hainsworth,106.38297872340425,0.02619195735646695,0.06666666666667073
hainsworth/hainsworth_124,hainsworth,96.71052635714588,0.20317102337766763,0.1688815783682699
hainsworth/hainsworth_056,hainsworth,109.09090909090895,0.0197814709649939,0.05454545454546462
hainsworth/hainsworth_239,hainsworth,127.65957446808541,0.0095793044754015,0.021276595744691786
hainsworth/hainsworth_024,hainsworth,68.10460211264193,0.19285990701782252,0.3710413884470722
hainsworth/hainsworth_177,hainsworth,127.65957446808493,0.013058657008226874,0.02340425531915176
hainsworth/hainsworth_144,hainsworth,121.95234360544333,0.029120342958238656,0.0743743365601948
hainsworth/hainsworth_013,hainsworth,65.46644844517196,0.1298054164849248,0.23142389525368082
hainsworth/hainsworth_084,hainsworth,96.77419354838695,0.036474061233390975,0.0806451612903322
hainsworth/hainsworth_107,hainsworth,153.8461538461536,0.47479472171949705,0.5128205128205191
hainsworth/hainsworth_070,hainsworth,96.69621273166817,0.041875096651355935,0.10169218372279924
hainsworth/hainsworth_130,hainsworth,55.68181815123529,0.3380648866761331,0.2964015154508384
hainsworth/hainsworth_118,hainsworth,249.99999999999793,0.025010382154600542,0.06377550958332172
hainsworth/hainsworth_206,hainsworth,139.53488372093034,0.06421329251321911,0.09302325581395983
hainsworth/hainsworth_187,hainsworth,96.0,0.012079735096432146,0.016000000000008185
hainsworth/hainsworth_049,hainsworth,83.33333333333265,0.01565952333720208,0.027777777777783123
hainsworth/hainsworth_010,hainsworth,109.09090909090965,0.04831675961761649,0.12363636363636035
asap/Bach_Prelude_bwv_860_Nikiforov05M,asap,188.0812887329937,0.1221985450929996,0.14367341565025898
asap/Bach_Fugue_bwv_889_Wang01M,asap,75.11003620303742,0.13812147110350065,0.0832915220798524
asap/Schubert_Piano_Sonatas_664-1_BuiJL06M,asap,97.54448028302221,0.1771223417054059,0.3353091509729073
asap/Bach_Prelude_bwv_860_Tetzloff04M,asap,186.18160153413643,0.07431346170858183,0.12929381318537486
asap/Chopin_Ballades_4_LuEric04M,asap,47.652517839914815,0.4445809843547748,0.912357727451345
asap/Schumann_Toccata_WangY07M,asap,115.48872180451444,0.12280117281146093,0.19210547969934597
asap/Chopin_Ballades_4_Nikiforov13M,asap,49.655186111776224,0.3489812836773058,0.7550649117419119
asap/Chopin_Etudes_op_25_11_Richardson_2013_08M,asap,132.03440816676854,0.4628819471621143,0.22184839369138706
asap/Beethoven_Piano_Sonatas_18-1_ChenGuang03M,asap,137.55221252734157,0.2795615885399172,0.591666704875619
asap/Schubert_Impromptu_op.90_D.899_3_Mizumoto07M,asap,71.44183919870778,0.33114437823961856,0.4040306890327789
asap/Schubert_Impromptu_op.90_D.899_3_Woo10M,asap,73.63966821647615,0.27564325073284557,0.452976070482952
asap/Chopin_Barcarolle_Park10M,asap,56.04133795892301,0.3421970973893292,0.6542713190006251
asap/Liszt_Concert_Etude_S145_1_Woo06M,asap,105.93108123854608,0.4672812420925264,0.665747537985126
asap/Bach_Fugue_bwv_848_Mizumoto03M,asap,102.248443267452,0.10013868334383176,0.12296482994382286
asap/Bach_Fugue_bwv_883_Khmara04,asap,65.58154710148706,0.07117349567182128,0.11208979425428475
asap/Chopin_Etudes_op_10_4_Kurz03M,asap,165.16140398204197,0.10690294389957045,0.13907003118793382
asap/Haydn_Keyboard_Sonatas_31-1_Song05M,asap,85.17561081559874,0.14831556484606437,0.28086927389211785
asap/Mozart_Piano_Sonatas_12-3_MunA05M,asap,102.76541738174228,0.08413770451802569,0.16895593761450647
asap/Bach_Fugue_bwv_848_MiyashitaM01M,asap,97.54448028300868,0.1549642219902248,0.0931411598688967
asap/Schumann_Arabeske_Min09M,asap,94.96135073025388,0.7162239021784016,1.4384330744053784
asap/Bach_Fugue_bwv_889_MunA01M,asap,70.84870848708489,0.07285774878218833,0.069539660516603
asap/Bach_Prelude_bwv_870_LeeE01M,asap,57.45634993215332,0.07859701108431773,0.11264288676025071
asap/Chopin_Berceuse_op_57_Teo11M,asap,29.59062480234367,0.1958622742344047,0.30887761897064564
asap/Bach_Fugue_bwv_870_LeeE01M,asap,117.7914110429447,0.06252787416754645,0.09761295705519968
asap/Chopin_Scherzos_39_Bult-ItoS05M,asap,313.32656199818797,0.38680500947045543,0.8076117466127825
asap/Schubert_Impromptu_op142_3_Richardson07M,asap,43.90663692724066,0.3323384143460331,0.7135790787802623
asap/Chopin_Sonata_3_4th_KimSJ10M,asap,105.93103448275862,0.276716498585575,0.40609174068969
asap/Schubert_Piano_Sonatas_894-2_no_repeat_CHEN11M,asap,74.34655189211256,0.22676398832469416,0.5276543926189118
asap/Schubert_Impromptu_op.90_D.899_3_JeonH06M,asap,58.76052027543961,0.18044230463211766,0.352615173680122
asap/Bach_Fugue_bwv_889_LiuY01M,asap,80.78545000188495,0.1337669494883729,0.12655444670045046
asap/Beethoven_Piano_Sonatas_9-3_Tysman05M,asap,87.60454141942603,0.35000835170540195,0.3583646276222928
asap/Liszt_Gran_Etudes_de_Paganini_2_La_campanella_Yang05M,asap,72.11261105342057,0.23371709357496934,0.4735526998961418
asap/Beethoven_Piano_Sonatas_7-4_Larionova04M,asap,139.95450312361174,0.4940785778428632,0.6868655614537045
asap/Beethoven_Piano_Sonatas_21-1_no_repeat_Shychko02M,asap,145.36292276383668,0.18125876267780808,0.25662370384739847
asap/Beethoven_Piano_Sonatas_21-1_no_repeat_Sladek02M,asap,158.07881546274365,0.24120336013902294,0.3204970261424102
asap/Liszt_Gran_Etudes_de_Paganini_2_La_campanella_BuiJL03M,asap,64.35751888893152,0.25586107846799605,0.49910607406261703
asap/Beethoven_Piano_Sonatas_31-1_BrendleA03M,asap,64.26776521700015,0.23947873430777944,0.4913525222598686
asap/Bach_Fugue_bwv_848_Lin04M,asap,109.60565711331878,0.06501138096328704,0.09236834077131302
asap/Chopin_Etudes_op_10_8_Zhou03M,asap,180.00018000017826,0.1671522622352511,0.2687480687480607
asap/Chopin_Etudes_op_10_12_WuuE06M,asap,143.28358208955126,0.22254171128292968,0.46343068656716674
asap/Schubert_Impromptu_op.90_D.899_2_Denisova11M,asap,237.52592991401576,0.16818333620943626,0.3896889993824884
asap/Bach_Fugue_bwv_848_Zhou01M,asap,94.81488973028544,0.07305872953103726,0.09053478758304949
asap/Bach_Fugue_bwv_860_ZhangH04M,asap,64.1783301868126,0.09493356623027899,0.10143812941560178
asap/Bach_Fugue_bwv_846_Shi05M,asap,47.677168357617305,0.16683875941973508,0.2788059094261004
asap/Beethoven_Piano_Sonatas_26-1_Sham03M,asap,238.13965303053868,1.3724785702488427,0.3565903164480389
asap/Scriabin_Sonatas_5_Na07M,asap,120.26096629684102,0.7285417012209533,1.9847767655808177
asap/Chopin_Sonata_2_4th_KaszoS16M,asap,233.90855345103068,0.25541479518856636,0.3667530179076295
asap/Bach_Prelude_bwv_854_Ozaki01M,asap,68.03990086586428,0.08703228975229771,0.10313771672837235
asap/Mozart_Piano_Sonatas_12-3_WuuE04M,asap,98.29346168275158,0.10858282437199686,0.18856617689219207
asap/Bach_Prelude_bwv_865_Teo01M,asap,91.24767508527856,0.20914685845415024,0.08812092141901996
asap/Scriabin_Sonatas_5_Yeletskiy07M,asap,133.95353821525998,0.9002379006881769,2.052764745214717
asap/Beethoven_Piano_Sonatas_21-3_KimSY04M,asap,109.71428571428571,0.2000713480298879,0.427382857142932
asap/Schubert_Piano_Sonatas_664-1_Mo10M,asap,99.84831376999855,0.2793311387510087,0.42145307586894865
asap/Chopin_Scherzos_39_Arciglione13M,asap,322.2376180194706,0.5127387715839525,1.0392802285736846
asap/Schubert_Impromptu_op.90_D.899_1_Jin05M,asap,102.62813550334972,0.3149623567142684,0.44053563334389023
asap/Chopin_Ballades_1_JIA06M,asap,85.52335482463701,0.6675707428966371,2.0400881460709943
asap/Bach_Prelude_bwv_893_Levitsky04M,asap,63.84483152147021,0.3557312759629745,0.14534201410226938
asap/Scriabin_Etudes_op_8_11_Shi08M,asap,35.215896925417326,0.2805253711039306,0.7055404583701194
asap/Bach_Prelude_bwv_889_Giesbrecht01M,asap,53.64375184400391,0.03875234650335843,0.07891693265027294
asap/Bach_Prelude_bwv_848_LeeSH01M,asap,244.06812754999885,0.13510351772966445,0.14194758230181218
asap/Bach_Fugue_bwv_863_TongB01M,asap,58.59609613275585,0.12718371286451002,0.13607927661166755
asap/Haydn_Keyboard_Sonatas_50-1_no_repeat_GalantM02M,asap,112.39006846428431,0.18494964266288114,0.1495125080780291
asap/Beethoven_Piano_Sonatas_21-1_no_repeat_WangA02M,asap,162.71186440677087,0.28531729994528726,0.268856135593037
asap/Bach_Prelude_bwv_874_BianF01M,asap,89.99995500002389,0.08428931728090422,0.14446612776692958
asap/Bach_Fugue_bwv_860_YoungS01M,asap,72.0450713966657,0.18371907925353448,0.09568426007308442
asap/Debussy_Images_Book_1_1_Reflets_dans_lEau_ParkJH13M,asap,79.88730564084563,0.3540223185218715,0.8007806321216759
asap/Bach_Prelude_bwv_857_Lisiecki04M,asap,50.860905595377815,0.1618718978417847,0.16673993462676634
